 No hepmc reader since No module named 'madgraph' [1;30m[lhe_parser.py at line 50][0m
-12.0 -11.5 0.0 0
-11.5 -11.0 0.0 0
-11.0 -10.5 0.0 0
-10.5 -10.0 0.0 0
-10.0 -9.5 0.0 0
-9.5 -9.0 0.0 0
-9.0 -8.5 0.0 0
-8.5 -8.0 0.0 0
-8.0 -7.5 0.0 0
-7.5 -7.0 0.0 0
-7.0 -6.5 0.0 0
-6.5 -6.0 0.0 0
-6.0 -5.5 8.988210529999999e-05 4
-5.5 -5.0 8.572042100000001e-05 2
-5.0 -4.5 2.73973323e-05 3
-4.5 -4.0 0.00033261407339999996 16
-4.0 -3.5 0.000878060553 52
-3.5 -3.0 0.0023810554228000003 151
-3.0 -2.5 0.011874648367300003 510
-2.5 -2.0 0.03713671049009998 1525
-2.0 -1.5 0.06363216861090006 3042
-1.5 -1.0 0.10031554430249975 5567
-1.0 -0.5 0.16562674654809958 9703
-0.5 0.0 0.2816058156498999 15873
0.0 0.5 0.49683794716759866 24363
0.5 1.0 0.8524549824771007 35648
1.0 1.5 1.2799332118042992 47431
1.5 2.0 1.6328119762672046 56084
2.0 2.5 1.8079586875542826 60233
2.5 3.0 1.9326013527074115 62986
3.0 3.5 2.074552536240498 66490
3.5 4.0 2.2288188511748084 68949
4.0 4.5 2.20798692113173 66982
4.5 5.0 1.9738782999465985 59072
5.0 5.5 1.6390104813169164 49742
5.5 6.0 1.4114584536327035 43741
6.0 6.5 1.3049453728385085 40870
6.5 7.0 1.2343856781493991 39091
7.0 7.5 1.2099647365155057 38314
7.5 8.0 1.1977733104062984 37746
8.0 8.5 1.1714590681042067 36419
8.5 9.0 1.1305050862794996 34531
9.0 9.5 1.0792499144557948 32134
9.5 10.0 0.9938002459653947 28104
10.0 10.5 0.8584452342958936 21991
10.5 11.0 0.5718289675639975 12070
11.0 11.5 0.034709962138000004 561
11.5 12.0 0.0 0
#etamum -11.159749, 5.256583
#etamup -5.780706, 11.163374
